CHEIE,COD_SMIS,TITLU_PROIECT,NUME_BENEFICIAR,NUMAR_AUTORIZARE,DATA_DEPUNERE_CERERE,VALOARE_ELIGIBILA_CERUTA,DATA_AUTORIZATA,VALOARE_AUTORIZATA,DATA_ULTIMEI_PLATI,VALOARE_RAMBURSATA,MOTIV_INTIRZIERE,COD_BENEFICIAR,COD_PO,COD_AP,COD_DMI,COD_OPER,REGIUNEA_BENEFICIARULUI,JUDETUL_BENEFICIARULUI,LOCALITATEA_BENEFICIARULUI,REIMBURS_OP_LIST
34632\1,"34,632",Managementul integrat al deseurilor solide din judetul Arges,Judetul Arges,1,11/27/2012 00:00:00,"525,587",02/19/2013 00:00:00,"525,587",03/15/2013 00:00:00,"463,567",clarificare,62,2,2,2.1,***,SUD - MUNTENIA,ARGES,MUNICIPIUL PITESTI,OP 534/25-FEB-13: 94605.59 lei; OP 723/15-MAR-13: 368961.82 lei
34644\1,"34,644","INVESTITII IN INFRASTRUCTURA IT, SERVICII CONEXE IN CADRUL FUNDATIEI PRINCIPESA MARGARETA A ROMANIEI",Fundatia Principesa Margareta a Romaniei,1,07/30/2012 00:00:00,"67,968",07/31/2012 00:00:00,"67,968",09/14/2012 00:00:00,"64,570",,"7,548",3,3,1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 1670/14-SEP-12: 11867.97 lei; OP 1922/06-NOV-12: 52702.07 lei
34735\1,"34,735",Dezvoltarea infrastructurii IT in cadrul SC Contmar SRL,CONTMAR SRL,1,10/09/2012 00:00:00,"85,726",11/26/2012 00:00:00,"85,726",03/01/2013 00:00:00,"77,154",,"12,191",3,3,1,1,NORD-VEST,BIHOR,MUNICIPIUL ORADEA,OP 262/13-MAR-13: 62972.85 lei; OP 269/01-MAR-13: 14180.85 lei
34736\1,"34,736",TIC Un pas spre viitor,LEFMAN SRL,1,01/16/2012 00:00:00,"27,439",08/20/2012 00:00:00,"27,439",12/04/2012 00:00:00,"24,695",,"12,906",3,3,1,1,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,OP 1952/04-DEC-12: 4539.01 lei; OP 2035/17-DEC-12: 20156.39 lei
34812\2,"34,812",Birouri si hala  multifunctionala - structura de sprijinire a afacerilor,EUROPARTS S.R.L.,2,05/30/2013 00:00:00,"200,593",06/20/2013 00:00:00,"200,593",07/15/2013 00:00:00,"80,237",,"11,900",1,4,4.1,1,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 6390/15-JUL-13: 65409.22 lei; OP 6391/15-JUL-13: 14827.8 lei
34822\2,"34,822",Cercetare  dezvoltare pentru adaptarea turbinelor eoliene de mica putere la oferta de potential a amplasamentelor,TONI GREEN ENERGY SRL,2,05/21/2012 00:00:00,"89,862",10/31/2012 00:00:00,"89,552",08/07/2012 00:00:00,"80,597",,"10,916",3,2,3,1,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,OP 1614/07-AUG-12: 13701.51 lei; OP 1847/31-OCT-12: 66895.6 lei
34822\5,"34,822",Cercetare  dezvoltare pentru adaptarea turbinelor eoliene de mica putere la oferta de potential a amplasamentelor,TONI GREEN ENERGY SRL,5,04/03/2013 00:00:00,"68,355",05/21/2013 00:00:00,"68,017",,"61,215",,"10,916",3,2,3,1,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,OP 1162/21-MAY-13: 50808.8 lei; OP 1262/28-MAY-13: 10406.62 lei
34843\4,"34,843",Dezvoltarea capacitatii pentru analiza cost-beneficiu,Unitatea Centrala de Evaluare,4,06/28/2012 00:00:00,"1,505,274",07/26/2012 00:00:00,"1,505,274",07/27/2012 00:00:00,"1,204,219",,42,7,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 130/27-JUL-12: 1204219.1 lei
34847\11,"34,847",Sistem integrat de management al deseurilor in judetul Timis,Consiliul Judetean Timis,11,05/31/2013 00:00:00,"247,115",06/10/2013 00:00:00,"191,480",06/13/2013 00:00:00,"128,600",,116,2,2,2.1,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,OP 2333/13-JUN-13: 23620.33 lei; OP 2388/13-JUN-13: 104979.25 lei
34853\2,"34,853",Programul de Practica Profesionala Ab ACADEMIA ad ADVOCATUM,UNIVERSITATEA BABES-BOLYAI,2,08/17/2012 00:00:00,"263,403",03/12/2013 00:00:00,"261,664",04/29/2013 00:00:00,"164,848",,"212,050,003",4,2,2.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 3025/29-APR-13: 133717.45 lei; OP 3026/29-APR-13: 31130.65 lei
34862\1,"34,862",Practica de calitate pentru manageri ? manageri de calitate in practica!,Academia de Studii Economice,1,05/31/2012 00:00:00,"121,018",02/26/2013 00:00:00,"121,002",03/14/2013 00:00:00,"76,231",,216,4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 2118/14-MAR-13: 14395.81 lei; OP 2119/14-MAR-13: 61835.24 lei
34866\1,"34,866",Practica economica pentru studenti ? vector determinant al insertiei pe piata fortei de munca,Academia de Studii Economice,1,05/31/2012 00:00:00,"88,566",07/03/2012 00:00:00,"62,345",10/08/2012 00:00:00,"39,277",,216,4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 5806/27-AUG-12: 7417.26 lei; OP 6844/08-OCT-12: 31859.85 lei
34872\2,"34,872",Practica relevanta ? de la marketingul teoretic la agentia de media,Media Investment Communication SRL,2,06/20/2012 00:00:00,"489,096",10/22/2012 00:00:00,"478,570",02/21/2013 00:00:00,"454,642",,"12,032",4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 7633/04-DEC-12: 55193.53 lei; OP 808/21-FEB-13: 399448.39 lei
34882\4,"34,882",PRACTIC ? PRegateste-te si Actioneaza pentru Cariera Ta,Asociatia EKOTUR,4,02/26/2013 00:00:00,"38,438",04/14/2013 00:00:00,"38,438",06/05/2013 00:00:00,"26,909",,"12,034",4,2,2.1,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 4847/05-JUN-13: 22335.54 lei; OP 4848/05-JUN-13: 4573.08 lei
32566\1,"32,566",Implementarea unui sistem de aparare cibernetica la nivelul Ministerului Administratiei si Internelor prin Directia Generala de Informatii si Protectie Interna (CYBER-INTELLIGENCE),Directia Generala de Informatii si Protectie Interna,1,04/04/2013 00:00:00,"104,704",05/22/2013 00:00:00,"104,704",05/31/2013 00:00:00,"88,998",,"8,200",6,1,1.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 3345/31-MAY-13: 75865.99 lei; OP 3346/31-MAY-13: 13132.5 lei
32582\4,"32,582",CONSOLIDAREA PERFORMANTEI PREFECTILOR SI SUBPREFECTILOR DIN ROMANIA IN CONTEXTUL INTEGRARII IN UNIUNEA EUROPEANA SI AL DESCENTRALIZARII ADMINISTRATIVE SI FINANCIARE,Agentia Nationala a Functionarilor Publici,4,02/28/2013 00:00:00,"591,459",04/24/2013 00:00:00,"579,466",05/20/2013 00:00:00,"492,546",,"1,233",6,1,1.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 3295/20-MAY-13: 263531.19 lei; OP 3296/20-MAY-13: 229014.82 lei
32583\1,"32,583",Modernizarea si integrarea aplicatiilor software din cadrul Oficiului Roman pentru Imigrari prin optimizarea Sistemului Informatic de Management al Strainilor,Oficiul Roman pentru Imigrari,1,08/21/2012 00:00:00,"4,704,382",08/28/2012 00:00:00,"4,698,490",08/29/2012 00:00:00,"3,993,716",,"6,061",6,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 2499/29-AUG-12: 10786.09 lei; OP 2500/29-AUG-12: 3982930.23 lei
32643\5,"32,643","Continuare lucrari cu modificare de proiect, construire cladiri si birouri (Centru de afaceri )",INTERCONSTRUCT SRL,5,07/05/2013 00:00:00,"1,004,173",08/26/2013 00:00:00,"1,004,137",08/29/2013 00:00:00,"702,698",,"2,686",1,4,4.1,1,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 9014/29-AUG-13: 609423.35 lei; OP 9015/29-AUG-13: 93274.27 lei
32843\1,"32,843",Crearea accesului la broadband si serviciile conexe la Asociatia Horea Vuscan,ASOCIATIA HOREA VUSCAN,1,05/30/2012 00:00:00,"101,805",06/20/2012 00:00:00,"101,805",08/03/2012 00:00:00,"96,714",,"13,691",3,3,1,1,NORD-VEST,BIHOR,MUNICIPIUL ORADEA,OP 1523/03-AUG-12: 17776.11 lei; OP 1761/22-OCT-12: 78938.29 lei
32862\2,"32,862","Dezvoltarea capacitatii institutionale a MAI în domeniul gestionarii dosarelor europene, al transpunerii si al aplicarii acquis-ului comunitar",Ministerul Administratiei si Internelor,2,07/31/2013 00:00:00,"526,335",08/21/2013 00:00:00,"513,736",08/30/2013 00:00:00,"436,676",,727,6,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 3659/30-AUG-13: 436675.97 lei
32873\7,"32,873","Cerere de finantare pentru operatiunile aplicabile AM Axa AT POR 2007-2013, pentru anii 2011-2012-2013",MDRAP,7,11/08/2011 00:00:00,"7,452",12/02/2011 00:00:00,"7,420",12/07/2011 00:00:00,"5,565",,"7,235",1,6,6.1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 6502/07-DEC-11: 5565.09 lei
32873\20,"32,873","Cerere de finantare pentru operatiunile aplicabile AM Axa AT POR 2007-2013, pentru anii 2011-2012-2013",MDRAP,20,04/09/2013 00:00:00,"257,025",06/11/2013 00:00:00,"247,805",06/14/2013 00:00:00,"185,854",,"7,235",1,6,6.1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 5867/14-JUN-13: 185854.02 lei
32873\24,"32,873","Cerere de finantare pentru operatiunile aplicabile AM Axa AT POR 2007-2013, pentru anii 2011-2012-2013",MDRAP,24,09/17/2013 00:00:00,"4,608",10/01/2013 00:00:00,"4,545",10/04/2013 00:00:00,"3,409",,"7,235",1,6,6.1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 10499/04-OCT-13: 3408.62 lei
32943\3,"32,943",Reabilitarea Statiei de epurare ape uzate Eforie Sud,RAJA S.A. Constanta,3,01/05/2012 00:00:00,"7,166,978",02/10/2012 00:00:00,"7,166,978",02/13/2012 00:00:00,"4,916,547",,"10,416",2,1,1.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 316/13-FEB-12: 3984839.97 lei; OP 317/13-FEB-12: 931707.19 lei
32943\5,"32,943",Reabilitarea Statiei de epurare ape uzate Eforie Sud,RAJA S.A. Constanta,5,05/30/2012 00:00:00,"2,395,524",06/20/2012 00:00:00,"2,205,244",06/26/2012 00:00:00,"1,512,797",,"10,416",2,1,1.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 1823/26-JUN-12: 1226115.71 lei; OP 1824/26-JUN-12: 286681.73 lei
32943\8,"32,943",Reabilitarea Statiei de epurare ape uzate Eforie Sud,RAJA S.A. Constanta,8,06/29/2012 00:00:00,"2,858,434",07/17/2012 00:00:00,"2,858,434",07/19/2012 00:00:00,"1,960,886",,"10,416",2,1,1.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 2152/19-JUL-12: 1589289.15 lei; OP 2153/19-JUL-12: 371596.39 lei
32943\13,"32,943",Reabilitarea Statiei de epurare ape uzate Eforie Sud,RAJA S.A. Constanta,13,09/12/2012 00:00:00,"2,983,496",10/29/2012 00:00:00,"2,834,321",11/28/2012 00:00:00,"1,152,449",,"10,416",2,1,1.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 3176/30-OCT-12: 208145.09 lei; OP 3405/28-NOV-12: 944303.57 lei
32943\21,"32,943",Reabilitarea Statiei de epurare ape uzate Eforie Sud,RAJA S.A. Constanta,21,04/02/2013 00:00:00,"14,672,848",04/15/2013 00:00:00,"13,939,205",04/29/2013 00:00:00,"13,660,421",,"10,416",2,1,1.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 1422/18-APR-13: 1812096.71 lei; OP 1525/29-APR-13: 11848324.61 lei
32983\7,"32,983",Reabilitarea Sitului Poluat Istoric -  Batal de depozitare reziduuri petroliere Strada Lacul Pestelui (Municipiul Campina),Municipiul Campina,7,12/10/2012 00:00:00,"299,893",01/25/2013 00:00:00,"299,893",02/11/2013 00:00:00,"263,906",,132,2,2,2.2,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL CÂMPINA,OP 277/31-JAN-13: 53980.69 lei; OP 366/11-FEB-13: 209924.91 lei
32983\10,"32,983",Reabilitarea Sitului Poluat Istoric -  Batal de depozitare reziduuri petroliere Strada Lacul Pestelui (Municipiul Campina),Municipiul Campina,10,07/05/2013 00:00:00,"32,410",07/22/2013 00:00:00,"32,410",07/29/2013 00:00:00,"28,586",,132,2,2,2.2,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL CÂMPINA,OP 3072/29-JUL-13: 22751.82 lei; OP 3073/29-JUL-13: 5833.8 lei
32992\11,"32,992",Reabilitarea si modernizarea sistemelor de apa si canalizare in judetul Prahova,HIDRO PRAHOVA S.A.,11,06/27/2013 00:00:00,"3,816,737",07/19/2013 00:00:00,"2,687,024",07/23/2013 00:00:00,"1,843,299",,"10,826",2,1,1.1,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,OP 3018/23-JUL-13: 1493985.43 lei; OP 3019/23-JUL-13: 349313.14 lei
32992\12,"32,992",Reabilitarea si modernizarea sistemelor de apa si canalizare in judetul Prahova,HIDRO PRAHOVA S.A.,12,07/22/2013 00:00:00,"1,796,322",07/30/2013 00:00:00,"1,762,851",07/31/2013 00:00:00,"1,209,316",,"10,826",2,1,1.1,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,OP 3166/31-JUL-13: 229170.6 lei; OP 3181/31-JUL-13: 980145.02 lei
33022\1,"33,022",IMBUNATATIREA TEHNOLOGIEI INFORMATILOR SI COMUNICATIILOR IN CADRUL SC DOMAREX '94 SRL,DOMAREX 94 S.R.L.,1,05/25/2012 00:00:00,"49,702",06/20/2012 00:00:00,"49,702",08/03/2012 00:00:00,"44,731",,"11,660",3,3,1,1,SUD - MUNTENIA,CALARASI,CUZA VODA,OP 1545/03-AUG-12: 8221.63 lei; OP 1772/23-OCT-12: 36509.76 lei
33082\1,"33,082","Modernizare strazi Lanariei, Targul din Vale, Costache Negri",Municipiul Pitesti,1,01/03/2013 00:00:00,"99,850",05/20/2013 00:00:00,"99,850",05/29/2013 00:00:00,"97,853",,"4,753",1,1,1.1,1,SUD - MUNTENIA,ARGES,MUNICIPIUL PITESTI,OP 4269/29-MAY-13: 80229.48 lei; OP 4270/29-MAY-13: 17623.53 lei
33182\4,"33,182","Pregatirea profesionala a resurselor umane, prioritate a Consiliului Judetean Bistrita-Nasaud",Consiliul Judetean Bistrita-Nasaud,4,11/02/2012 00:00:00,"256,290",01/29/2013 00:00:00,"256,290",02/27/2013 00:00:00,"251,164",,128,6,1,1.3,***,NORD-VEST,BISTRITA-NASAUD,MUNICIPIUL BISTRITA,OP 3089/27-FEB-13: 217846.07 lei; OP 3090/27-FEB-13: 33317.64 lei
33203\1,"33,203","Reabilitare si dotare ambulatoriu spital orasenesc Nehoiu, jud. Buzau", Oras Nehoiu,1,07/30/2013 00:00:00,"52,000",09/30/2013 00:00:00,"51,500",10/03/2013 00:00:00,"50,470",,"7,209",1,3,3.1,2,SUD-EST,BUZAU,ORAS NEHOIU,OP 10312/03-OCT-13: 43775 lei; OP 10313/03-OCT-13: 6695 lei
33225\1,"33,225",Achizitii de echipamente si servicii broadband pentru cresterea competitivitatii firmei,ELECTRIC - COMPANY  SA,1,01/10/2012 00:00:00,"86,572",05/15/2012 00:00:00,"86,572",05/30/2012 00:00:00,"77,049",,"4,680",3,3,1,1,NORD-EST,VASLUI,MUNICIPIUL VASLUI,OP 1269/30-MAY-12: 62887.75 lei; OP 1270/30-MAY-12: 14161.69 lei
33392\1,"33,392",ACHIZITII PENTRU CREAREA INFRASTRUCTURII INFORMATICE SI DE COMUNICATII LA ALUFIL SRL,ALUFIL S.R.L. ,1,11/16/2012 00:00:00,"60,507",11/26/2012 00:00:00,"60,507",03/05/2013 00:00:00,"54,456",,"11,502",3,3,1,1,NORD-VEST,SALAJ,ORAS JIBOU,OP 242/22-FEB-13: 44446.98 lei; OP 342/05-MAR-13: 10009.01 lei
33425\1,"33,425",COMPETITIVITATE PRIN TEHNOLOGIE IT SI ACCES LA INTERNET BROADBAND,LAMINORUL SA,1,10/06/2011 00:00:00,"71,848",05/28/2013 00:00:00,"71,848",05/28/2013 00:00:00,"64,663",,657,3,3,1,1,NORD-VEST,SATU MARE,MUNICIPIUL SATU MARE,OP 1170/21-MAY-13: 52778.04 lei; OP 1255/28-MAY-13: 11885.08 lei
33488\1,"33,488",Dezvoltarea  accesului la broadband si serviciile conexe la SC HYPER LINE CONSULT SRL,HYPER LINE CONSULT S.R.L.,1,07/10/2012 00:00:00,"55,370",08/03/2012 00:00:00,"55,370",12/04/2012 00:00:00,"49,833",,"12,521",3,3,1,1,NORD-VEST,BIHOR,MUNICIPIUL ORADEA,OP 1953/04-DEC-12: 9159.29 lei; OP 78/05-FEB-13: 40673.63 lei
33503\1,"33,503",Achizitia de echipamente TIC si acces la internet broadband pentru cresterea competitivitatii firmei,XCELL TRADING S.R.L.,1,07/16/2012 00:00:00,"97,168",11/06/2012 00:00:00,"97,168",09/14/2012 00:00:00,"87,451",,"12,515",3,3,1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 1673/14-SEP-12: 16073.51 lei; OP 1924/06-NOV-12: 71377.56 lei
33512\1,"33,512",CRESTEREA PRODUCTIVITATII SC PROIECT CONCEPT SRL PRIN CONECTAREA LA BROADBAND,PROIECT CONCEPT SRL,1,01/17/2012 00:00:00,"14,756",09/28/2012 00:00:00,"14,756",02/06/2013 00:00:00,"13,280",,"10,801",3,3,1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 100/06-FEB-13: 2440.86 lei; OP 145/22-FEB-13: 10839.12 lei
33552\2,"33,552",O noua calificare- mai multa flexibilitate pe piata muncii,FUNDATIA ECOLOGICA GREEN,2,06/12/2012 00:00:00,"310,713",09/24/2012 00:00:00,"308,663",02/21/2013 00:00:00,"194,365",,"9,330",4,2,2.3,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 688/21-FEB-13: 185293.1 lei; OP 7418/07-NOV-12: 9071.91 lei
33553\2,"33,553",Primii pasi spre o meserie de succes,Asociatia Consensual,2,03/29/2012 00:00:00,"61,521",09/27/2012 00:00:00,"58,574",02/21/2013 00:00:00,"36,902",,"9,943",4,2,2.3,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 681/21-FEB-13: 35179.51 lei; OP 7785/11-DEC-12: 1722.07 lei
33562\3,"33,562","Ma pregatesc pentru viitor: invat, exersez, muncesc",ARTETA SRL,3,08/27/2012 00:00:00,"228,520",04/19/2013 00:00:00,"218,636",05/24/2013 00:00:00,"136,212",,"10,812",4,2,2.3,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,OP 4592/24-MAY-13: 129985.81 lei; OP 4593/24-MAY-13: 6226.54 lei
33582\8,"33,582",GO FOR IT - Angajati calificati si competitivi intr-o economie bazata pe cunoastere - FPC in domeniul IT,ACZ CONSULTING SRL,8,07/27/2012 00:00:00,"61,095",03/07/2013 00:00:00,"61,093",03/25/2013 00:00:00,"58,038",,"7,596",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,OP 2538/25-MAR-13: 56297.26 lei; OP 2539/25-MAR-13: 1741.15 lei
33585\3,"33,585",Oportunit??i de calificare/recalificare a angaja?ilor de pe raza jude?ului Alba,Scoala Romana de Afaceri,3,01/25/2012 00:00:00,,,,07/02/2012 00:00:00,"29,057",,"11,856",4,2,2.3,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,OP 3342/27-APR-12: 27701.08 lei; OP 4924/02-JUL-12: 1356 lei
33589\4,"33,589","CALIFICAREA SI RECALIFICAREA ANGAJATILOR, SANSA AFACERILOR PROFITABILE",TRIMED AGAFITEI VET SRL,4,05/14/2012 00:00:00,"332,274",04/01/2013 00:00:00,"310,152",10/08/2012 00:00:00,"446,031",,"11,272",4,2,2.3,***,NORD-EST,NEAMT,ALEXANDRU CEL BUN,OP 3870/21-MAY-13: 221827.85 lei; OP 3871/21-MAY-13: 6860.66 lei; OP 6344/27-SEP-12: 8839.32 lei; OP 6986/08-OCT-12: 208503.56 lei
33802\5,"33,802",Centru Comunitar Judetean - complex de servicii sociale pentru copii si adulti Cluj,Consiliul Judetean Cluj,5,05/31/2013 00:00:00,"468,543",07/22/2013 00:00:00,"445,921",07/24/2013 00:00:00,"316,047",,122,1,1,1.1,3,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 7462/24-JUL-13: 237342.15 lei; OP 7463/24-JUL-13: 78705.07 lei
33802\6,"33,802",Centru Comunitar Judetean - complex de servicii sociale pentru copii si adulti Cluj,Consiliul Judetean Cluj,6,07/31/2013 00:00:00,"264,442",09/13/2013 00:00:00,"251,374",09/18/2013 00:00:00,"246,346",,122,1,1,1.1,3,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 9684/18-SEP-13: 201978.81 lei; OP 9685/18-SEP-13: 44367.47 lei
33843\1,"33,843",ANGAJATI CALIFICATI,Compania Romprest Service S.A.,1,06/27/2012 00:00:00,"384,092",03/12/2013 00:00:00,"375,864",03/20/2013 00:00:00,"357,033",,"8,467",4,2,2.3,***,BUCURESTI - ILFOV,ILFOV,ORAS OTOPENI,OP 2359/20-MAR-13: 346321.77 lei; OP 2360/20-MAR-13: 10710.98 lei
33843\4,"33,843",ANGAJATI CALIFICATI,Compania Romprest Service S.A.,4,03/14/2013 00:00:00,"427,986",04/24/2013 00:00:00,"396,435",05/24/2013 00:00:00,"376,574",,"8,467",4,2,2.3,***,BUCURESTI - ILFOV,ILFOV,ORAS OTOPENI,OP 4546/24-MAY-13: 365276.61 lei; OP 4547/24-MAY-13: 11297.21 lei
33854\2,"33,854","Orientarea si Formarea Profesionala a resurselor umane din domeniul serviciilor sociale, medicale si socio-medicale din judetul Valcea",Fundatia Pater Pio,2,05/31/2012 00:00:00,"125,334",02/21/2013 00:00:00,"125,267",03/13/2013 00:00:00,"78,918",,"11,871",4,2,2.3,***,SUD-VEST OLTENIA,VALCEA,VOINEASA,OP 1821/13-MAR-13: 75235.45 lei; OP 1822/13-MAR-13: 3682.85 lei
33854\4,"33,854","Orientarea si Formarea Profesionala a resurselor umane din domeniul serviciilor sociale, medicale si socio-medicale din judetul Valcea",Fundatia Pater Pio,4,10/02/2012 00:00:00,"226,571",03/21/2013 00:00:00,"226,565",04/29/2013 00:00:00,"142,736",,"11,871",4,2,2.3,***,SUD-VEST OLTENIA,VALCEA,VOINEASA,OP 3119/29-APR-13: 136074.65 lei; OP 3120/29-APR-13: 6661 lei
33869\3,"33,869",VREAU SA FIU CEL MAI BUN !,FUNDATIA INGINER NEJLOVEANU NICULAE - MAESTRU IN ARTA CULINARA,3,09/17/2012 00:00:00,"80,256",03/11/2013 00:00:00,"80,254",,"54,647",,"1,563",4,2,2.3,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,OP 3437/29-APR-13: 52287.71 lei; OP 3438/29-APR-13: 2359.46 lei
33922\2,"33,922",Reabilitarea cladirii cinematografului Patria,Municipiul Brasov,2,04/17/2012 00:00:00,"69,751",06/14/2012 00:00:00,"69,751",06/18/2012 00:00:00,"36,954",,152,1,1,1.1,3,CENTRU,BRASOV,MUNICIPIUL BRASOV,OP 5018/18-JUN-12: 24656.93 lei; OP 5019/18-JUN-12: 12297.07 lei
33947\2,"33,947",Sistem Inovativ Transdisciplinar de dezvoltare a aptitudinilor de munca pentru studenti/masteranzi,Fundatia INSTITUTUL DE ORTOGNATOLOGIE SI PROTETICA,2,07/31/2012 00:00:00,"105,919",12/21/2012 00:00:00,"6,840",02/22/2013 00:00:00,"4,309",,"12,095",4,2,2.1,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,OP 1375/22-FEB-13: 3495.56 lei; OP 258/25-JAN-13: 813.8 lei
33947\3,"33,947",Sistem Inovativ Transdisciplinar de dezvoltare a aptitudinilor de munca pentru studenti/masteranzi,Fundatia INSTITUTUL DE ORTOGNATOLOGIE SI PROTETICA,3,11/19/2012 00:00:00,"55,756",03/27/2013 00:00:00,845,05/21/2013 00:00:00,538,,"12,095",4,2,2.1,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,OP 3702/21-MAY-13: 437.85 lei; OP 3703/21-MAY-13: 100.56 lei
33950\2,"33,950",Elevii - managerii viitorului,Liceul economic Ioan Slavici,2,10/08/2012 00:00:00,"52,565",02/11/2013 00:00:00,"50,954",03/25/2013 00:00:00,"32,101",,"12,059",4,2,2.1,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,OP 2502/25-MAR-13: 26038.94 lei; OP 2503/25-MAR-13: 6062.11 lei
33953\2,"33,953",Investim in elevul de azi - angajatul model de maine!,STEF MANAGEMENT CONSULTING SRL,2,10/16/2012 00:00:00,"128,382",03/27/2013 00:00:00,"128,378",04/29/2013 00:00:00,"77,027",,"10,969",4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 3395/29-APR-13: 62221.18 lei; OP 3396/29-APR-13: 14805.89 lei
33953\3,"33,953",Investim in elevul de azi - angajatul model de maine!,STEF MANAGEMENT CONSULTING SRL,3,01/24/2013 00:00:00,"130,304",04/02/2013 00:00:00,"126,865",05/24/2013 00:00:00,"95,593",,"10,969",4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 4594/24-MAY-13: 80962.05 lei; OP 4595/24-MAY-13: 14631.36 lei
33962\5,"33,962",PR.A.C.T.I.C.A. I.N.CE.PE. - PRogrAmul Cursurilor pentru sTudentI in sCopul Angajarii sau demararIi uNei afaCEri PErsonale,Universitatea Babes Bolyai Cluj Napoca,5,02/04/2013 00:00:00,"8,204",03/22/2013 00:00:00,"8,204",04/29/2013 00:00:00,"8,028",,"4,982",4,2,2.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 3129/29-APR-13: 7053.25 lei; OP 3130/29-APR-13: 974.58 lei
33977\1,"33,977",Firma virtuala - Sistem interactiv de invatare pentru cresterea gradului de ocupare si adaptare a studentilor pe piata muncii,UNIVERSITATEA „1 DECEMBRIE 1918” ALBA IULIA,1,05/21/2012 00:00:00,"113,620",12/20/2013 00:00:00,"113,612",02/21/2013 00:00:00,"71,575",,"1,321",4,2,2.1,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,OP 1106/21-FEB-13: 58058.78 lei; OP 8146/17-DEC-12: 13516.62 lei
33982\2,"33,982",Viitorul Trecutului- program de practica pentru studenti,UNIVERSITATEA BABES-BOLYAI,2,07/20/2012 00:00:00,"54,609",03/30/2013 00:00:00,"52,372",05/23/2013 00:00:00,"6,230",,"212,050,003",4,2,2.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 4329/23-MAY-13: 6229.52 lei
